frame,behavior,behavior_label
33846,1,walking
33847,1,walking
33848,1,walking
33849,1,walking
33850,1,walking
33851,1,walking
33852,1,walking
33853,1,walking
33854,1,walking
33855,1,walking
33856,1,walking
33857,1,walking
33858,1,walking
33859,1,walking
33860,1,walking
33861,1,walking
33862,1,walking
33863,1,walking
33864,1,walking
33865,1,walking
33866,1,walking
33867,1,walking
33868,1,walking
33869,1,walking
33870,1,walking
33871,1,walking
33872,1,walking
33873,1,walking
33874,1,walking
33875,1,walking
33876,1,walking
33877,1,walking
33878,1,walking
33879,1,walking
33880,1,walking
33881,1,walking
33882,1,walking
33883,1,walking
33884,1,walking
33885,1,walking
33886,1,walking
33887,1,walking
33888,1,walking
33889,1,walking
33890,1,walking
33891,1,walking
33892,1,walking
33893,1,walking
33894,1,walking
33895,1,walking
33896,1,walking
33897,1,walking
33898,1,walking
33899,1,walking
33900,1,walking
33901,1,walking
33902,1,walking
33903,1,walking
33904,1,walking
33905,1,walking
33906,1,walking
33907,1,walking
33908,1,walking
33909,1,walking
33910,1,walking
33911,1,walking
33912,1,walking
33913,1,walking
33914,1,walking
33915,1,walking
33916,1,walking
33917,1,walking
33918,1,walking
33919,1,walking
33920,1,walking
33921,1,walking
33922,1,walking
33923,1,walking
33924,1,walking
33925,1,walking
33926,1,walking
33927,1,walking
33928,1,walking
33929,1,walking
33930,1,walking
33931,1,walking
33932,1,walking
33933,1,walking
33934,1,walking
33935,1,walking
33936,1,walking
33937,1,walking
33938,1,walking
33939,1,walking
33940,1,walking
33941,1,walking
33942,1,walking
33943,0,still
33944,0,still
33945,0,still
33946,0,still
33947,0,still
33948,0,still
33949,0,still
33950,0,still
33951,0,still
33952,0,still
33953,0,still
33954,0,still
33955,1,walking
33956,1,walking
33957,1,walking
33958,1,walking
33959,1,walking
33960,1,walking
33961,1,walking
33962,1,walking
33963,1,walking
33964,1,walking
33965,1,walking
33966,1,walking
33967,1,walking
33968,1,walking
33969,1,walking
33970,1,walking
33971,1,walking
33972,1,walking
33973,1,walking
33974,1,walking
33975,1,walking
33976,1,walking
33977,1,walking
33978,1,walking
